area;parc;parc;ni;especies;h2014;h2015;h2016;h2017;h2018;h2022;h2023;h2025;x;y
1;5;3E;j59;Myrceugenia regnelliana;;;;;;1,2;;1,2;21;3
1;5;3E;H1137;Solanum paranense;;;;;;1,2;;1,3;20,5;1,5
1;5;3E;M526;Drimys angustifolia;;;;;;1,25;;1,3;20;1,3
1;5;3E;M569;Myrceugenia miersiana;;;;;;1,1;;1,1;;
1;5;3E;M567;Chromolaena laevigata;;;;;;1,2;;M;;
1;5;3E;M518;Myrsine coriacea;;;;;;1,5;;2,3;;
1;5;3E;M568;Berberis laurina;;;;;;1,1;;1,6;20;8
1;5;3E;H1174;Myrsine coriacea;;;;;;;;1,2;28,9;8,26
1;5;3E;H1170;Solanum paranense;;;;;;;;1,3;28,7;8,26
1;5;3E;H116;Vernonanthura montevidensis;;;;;;;;1,3;24;8
1;5;3E;H1160;Vernonanthura montevidensis;;;;;;;;1,8;24;8
1;5;3E;H1198;Symplocos pentandra;;;;;;;;2;20;9,5
1;5;3E;H1146;Myrsine coriacea;;;;;;;;1,4;22;3,5
1;5;3E;H1147;Symphyopappus itatiayensis;;;;;;;;1,5;22,5;4
1;5;3E;H1131;Baccharis uncinella;;;;;;;;1,9;22,8;4,5
1;5;3E;H1133;Myrsine coriacea;;;;;;;;1,2;24;1
1;5;3E;H1135;Solanum paranense;;;;;;;;1,1;29;1,5
1;5;3E;H1141;Solanum paranense;;;;;;;;2,3;28,4;3
1;5;3E;H1139;Campovassouria cruciata;;;;;;;;1,5;29;4
1;5;3E;H1130;Drimys angustifolia;;;;;;;;1,5;23,5;5
1;5;3E;H1070;Berberis laurina;;;;;;;;1,4;24;4
1;5;3E;H1071;Myrsine coriacea;;;;;;;;1,7;24,5;4,5
1;5;3E;H1073;Symphyopappus itatiayensis;;;;;;;;2,2;23;4
1;6;3D;M336;Drimys angustifolia;1,6;1,61;1,7;;2,3;2,4;;3;22,6;-0,78
1;6;3D;j57;Baccharis uncinella;2,1;2,3;2,5;;3;AD;;AD;24,8;-0,96
1;6;3D;102;Myrceugenia glaucescens;;;1;;1,1;M;;M;20,69;-2,28
1;6;3D;103;Baccharis uncinella;1,65;2,8;2,85;;3,2;AD;;AD;24,56;-4,17
1;6;3D;104;Baccharis uncinella;1,9;2,3;2,85;;M;M;;M;21,97;-6,44
1;6;3D;H1020;Siphoneugenia reitzii;;1,2;1,5;;1,6;1,8;;2;24,3;-6,89
1;6;3D;106;Drimys angustifolia;1,1;1,4;1,1;;1,5;3;;AD;24,32;-7,04
1;6;3D;107;Drimys angustifolia;1,36;1,53;1,68;;2;3;;3,5;24,47;-6,14
1;6;3D;108;Myrsine coriacea;1;1,3;1,9;;1,45;3,6;;3,8;24,5;-8,2
1;6;3D;D1392;Baccharis uncinella;1,9;2,4;3;;3,5;4;;M;24,9;-9,21
1;6;3D;111;Drimys angustifolia;1,55;1,79;2,1;;2,1;3,5;;AD;27,9;-8,05
1;6;3D;H958;Myrceugenia euosma;1,55;1,7;1,9;;1,8;3,2;;2,7;29,2;-8,18
1;6;3D;113;Drimys angustifolia;1,56;1,8;1,92;;2,2;3,2;;AD;29,3;-5,54
1;6;3D;114;Drimys angustifolia;1,45;1,5;1,85;;2;2,8;;3,5;28;-5,1
1;6;3D;115;Myrceugenia regnelliana;;1,1;1,26;;1,05;1,6;;M;27,7;-4,99
1;6;3D;118;Myrceugenia myrcioides;;1,05;1,2;;1,55;1,7;;M;29,3;-1,76
1;6;3D;e45;Solanum paranense;1,15;1,15;1,17;;1,4;1,55;;M;28;­2,7
1;6;3D;e46;Solanum cassioides;1,49;1,5;M;;M;M;;M;29;­1,98
1;6;3D;j53;Solanum cassioides;;1,5;M;;M;M;;M;29,5;­1
1;6;3D;D268;Myrceugenia regnelliana;;;1,1;;1;1,2;;M;20,5;-3
1;6;3D;D287;Solanum cassioides;;;1,05;;M;M;;M;28;-5
1;6;3D;D261;Solanum cassioides;;;1,1;;M;M;;M;25,3;-6,39
1;6;3D;D286;Solanum cassioides;;;1,15;;1,4;1,2;;1,6;28;-6,14
1;6;3D;D289;Solanum cassioides;;;1;;M;M;;M;28,3;-5,8
1;6;3D;D1375;Maytenus boaria;;;;;1,7;2,1;;M;29,3;-7,09
1;6;3D;D255;Solanum cassioides;;;;;1,2;M;;M;28;-7,14
1;6;3D;D800;Solanum cassioides;;;;;1,9;M;;M;23,5;-6,19
1;6;3D;H1007;Solanum paranense;;;;;1,1;1,1;;1,3;28;-3,04
1;6;3D;M66;Vernonanthura montevidensis;;;;;;2,3;;M;;
1;6;3D;M646;Drimys angustifolia;;;;;;1;;M;;
1;6;3D;M643;Drimys angustifolia;;;;;;1,3;;M;;
1;6;3D;M642;Myrsine coriacea;;;;;;1,1;;M;;
1;6;3D;M44;Drimys angustifolia;;;;;;1,6;;M;;
1;6;3D;M759;Drimys angustifolia;;;;;;1,4;;M;;
1;6;3D;M54;Drimys angustifolia;;;;;;;;2,4;29,5;-3
1;6;3D;H900;Drimys angustifolia;;;;;;;;1,15;26,5;-0,5
1;6;3D;H905;Symphyopappus itatiayensis;;;;;;;;1;25;-0,5
1;6;3D;H1008;Berberis laurina;;;;;;;;1,75;25;-0,95
1;6;3D;H1015;Myrceugenia regnelliana;;;;;;;;1,15;28;-1
1;6;3D;H975;Drimys angustifolia;;;;;;;;1,95;28;-1,5
1;6;3D;H901;Myrceugenia oxysepala;;;;;;;;1,5;29,5;-9,5
1;6;3D;H932;Myrceugenia regnelliana;;;;;;;;1,6;28;-5,1
1;6;3D;H974;Solanum cassioides;;;;;;;;1,15;23;-9,5
1;6;3D;H1026;Drimys angustifolia;;;;;;;;3;24;-6
1;6;3D;H950;Symphyopappus itatiayensis;;;;;;;;1,6;21;-0,1
1;6;3D;H970;Drimys angustifolia;;;;;;;;1,25;20,5;-0,1
1;6;3D;H910;Vernonanthura sp.;;;;;;;;1,65;20,5;-3
1;6;3D;H917;Asteraceae sp.2;;;;;;;;1,85;29;-7
1;6;3D;D286;Solanum cassioides;;;;;;;;1,6;29;-7,5
1;6;3D;H908;Symphyopappus itatiayensis;;;;;;;;1,95;;-6
1;6;3D;H892;Myrceugenia regnelliana;;;;;;;;1,6;;-6
1;6;3D;H913;Myrceugenia regnelliana;;;;;;;;2;;-6
1;7;4E;J94;Drimys angustifolia;1,4;1,45;1,6;;2,1;AD;;AD;31,9;0,44
1;7;4E;D2447;Baccharis uncinella;2,2;2,85;2,95;;2,3;AD;;AD;34,4;0,42
1;7;4E;D2573;Solanum paranense;1,38;1,5;1,62;;1,75;M;;M;35,55;0,9
1;7;4E;145;Myrceugenia pilotantha;1,2;1,4;1,08;;1,1;1,5;;1,6;36,41;0,94
1;7;4E;146;Myrceugenia pilotantha;1,1;1,1;1,48;;M;M;;M;35,63;1,75
1;7;4E;147;Campovassouria cruciata;;;1,15;;M;M;;M;33,48;2,97
1;7;4E;148;Myrceugenia regnelliana;;1,1;1,15;;1,38;1,6;;2;34,98;3,78
1;7;4E;149;Drimys angustifolia;1,71;1,95;2,3;;2,1;AD;;AD;35,14;4,55
1;7;4E;151;Baccharis uncinella;;1,3;M;;M;M;;M;30,57;4,93
1;7;4E;D1683;Baccharis uncinella;;;1,55;;2,4;AD;;AD;30,83;9,18
1;7;4E;153;Solanum cassioides;1,7;1,72;1,7;;M;M;;M;32,45;6,98
1;7;4E;M549;Myrceugenia regnelliana;1,4;1,5;1,62;;1,7;1,75;;1,8;33,6;6,85
1;7;4E;155;Myrceugenia regnelliana;;1,11;1,2;;1,1;1,8;;2;31,52;7,78
1;7;4E;D2232;Myrceugenia myrcioides;1,3;1,35;1,5;;1,7;2;;2;31,11;7,77
1;7;4E;157;Drimys angustifolia;1,2;1,7;2,1;;1,8;2;;2,5;30,23;8,33
1;7;4E;D2825;Baccharis uncinella;2,5;2,8;2,95;;3;AD;;AD;37,43;8,29
1;7;4E;H1192;Berberis laurina;1,5;1,56;1,6;;1,9;2,2;;2,2;37,12;9
1;7;4E;162;Drimys angustifolia;1,3;1,35;1,64;;2,2;2,4;;AD;30,52;5,54
1;7;4E;163;Solanum paranense;1,53;1,63;1,75;;M;M;;M;37,93;3,17
1;7;4E;165;Solanum cassioides;;;1,25;;1,3;M;;M;37,69;0,79
1;7;4E;e48;Solanum cassioides;1,1;M;M;;M;M;;M;37,6;2,6
1;7;4E;j100;Solanum cassioides;1;1,2;1,05;;M;M;;M;36,9;2,16
1;7;4E;e47;Solanum paranense;;;1;;1,3;1,6;;M;36,8;2,15
1;7;4E;e50;Solanum cassioides;1,27;1,45;1,5;;M;M;;M;38;4,74
1;7;4E;e51;Solanum paranense;1,05;1,1;1,1;;M;M;;M;39,7;8,91
1;7;4E;j95;Solanum paranense;;1,4;2,01;;1,8;M;;M;35;7,1
1;7;4E;j98;Baccharis uncinella;;1,15;1,83;;3;AD;;AD;31;5,3
1;7;4E;D326;Solanum cassioides;;;1;;M;M;;M;30,65;3,4
1;7;4E;D333;Senecio brasiliensis;;;1,74;;M;M;;M;38,8;5,43
1;7;4E;D328;Solanum cassioides;;;;;1,8;M;;M;31;9,5
1;7;4E;J118;Solanum paranense;;;;;1,1;1,8;;M;37,8;2,26
1;7;4E;D2831;Solanum paranense;;;;;1,05;M;;M;36,4;2,16
1;7;4E;D1679;Solanum paranense;;;;;1;1,5;;M;37;1,39
1;7;4E;D2567;Baccharis sp.;;;;;1,25;M;;M;30;2
1;7;4E;M545;Solanum pabstii;;;;;;1,6;;M;;
1;7;4E;M542;Myrceugenia regnelliana;;;;;;1,2;;2;32;7
1;7;4E;H1266;Grazielia intermedia;;;;;;;;2;37;2,5
1;7;4E;H1265;Symphyopappus itatiayensis;;;;;;;;2,3;37,5;3
1;7;4E;H1263;Baccharis uncinella;;;;;;;;1,3;37;2,5
1;7;4E;H1262;Baccharis uncinella;;;;;;;;2;38,5;3
1;7;4E;H1216;Baccharis uncinella;;;;;;;;1,6;4;8
1;7;4E;H1190;Campovassouria cruciata;;;;;;;;1,7;31;3
1;7;4E;H1193;NI;;;;;;;;2;31;3,3
1;7;4E;H1196;Baccharis uncinella;;;;;;;;1,3;30;9
1;7;4E;H1199;Symphyopappus itatiayensis;;;;;;;;2,3;37,12;8
1;7;4E;H1178;Symphyopappus itatiayensis;;;;;;;;1,7;37,8;8
1;7;4E;H1177;Solanum paranense;;;;;;;;1,5;36;7
1;7;4E;H1173;Berberis laurina;;;;;;;;1,3;37;6
1;8;4D;167;Campovassouria cruciata;1,9;M;M;;M;M;;M;30,98;-2,72
1;8;4D;168;Maytenus boaria;1,8;1,8;1,81;;2,6;4,5;;4,5;30,42;-5,16
1;8;4D;H1280;Myrceugenia oxysepala;1,75;0,97;1,15;;1,3;2,5;;2,5;31,8;-7,14
1;8;4D;M3;Berberis laurina;1,55;1,55;1,65;;1,7;2,1;;2,2;33,22;-7,39
1;8;4D;D2468;Maytenus boaria;1;1,1;1,12;;1,9;2,1;;2,1;34,21;-8,05
1;8;4D;M4;Myrceugenia euosma;1,5;1,81;2,08;;2;2,8;;2,85;34,34;-8,29
1;8;4D;174;Myrceugenia myrcioides;1,55;1,8;2,05;;2,1;3;;3;34,72;-8,01
1;8;4D;175;Solanum cassioides;1,15;0,9;M;;M;M;;M;35,12;-8,27
1;8;4D;j77;Solanum cassioides;1,15;0,95;1,05;;M;M;;M;36,51;-8,3
1;8;4D;D1384;Baccharis uncinella;1,5;2,1;2,5;;3,2;M;;M;38,7;-8,86
1;8;4D;D1385;Symphyopappus itatiayensis;1,1;1,3;1,5;;2;M;;M;39,08;-7,09
1;8;4D;179;Persea willdenovii;1,4;1,4;2;;1,7;1,9;;M;39,3;-6,37
1;8;4D;180;Persea willdenovii;1,65;2,05;2,15;;1,9;3;;M;39,6;-6,8
1;8;4D;j83;Symplocos pentandra;1;2;2,43;;2,2;2,5;;2,7;34,93;-5,45
1;8;4D;183;Myrceugenia regnelliana;;1,05;1,05;;1,5;1,5;;1,7;37,42;-5,83
1;8;4D;184;Drimys angustifolia;1,6;1,85;2;;2,2;AD;;AD;31,32;-5,71
1;8;4D;M562;Myrceugenia miersiana;;1;1,2;;1,3;1,1;;M;37,23;-3,36
1;8;4D;186;Baccharis uncinella;3,1;3,1;2,5;;2,3;M;;M;35,91;-2,14
1;8;4D;187;Solanum cassioides;1,5;1,6;1,6;;1,5;1,7;;M;36,83;-0,28
1;8;4D;188;Siphoneugenia reitzii;1,3;1,45;1,6;;1,7;2;;2,2;37,64;-0,57
1;8;4D;M540;Myrceugenia myrcioides;1,6;2;2,3;;2,5;2,3;;2,5;39,4;-1,92
1;8;4D;j87;Symphyopappus itatiayensis;2,8;2,8;M;;M;M;;M;39,9;-1,39
1;8;4D;193;Berberis laurina;1,3;1,5;1,6;;M;M;;M;39,51;-2,85
1;8;4D;M563;Solanum paranense;2,4;2,6;2,3;;2,3;2,5;;M;39,7;-3,7
1;8;4D;j86;Solanum paranense;;1,85;2;;1,6;2,1;;M;32,75;­0,9
1;8;4D;e54;Solanum paranense;1,45;1,75;1,95;;2;2,1;;2,2;38,9;­1,94
1;8;4D;e55;Solanum paranense;1,47;1,6;M;;M;M;;M;39;­0,67
1;8;4D;e56;Solanum cassioides;1,48;1,9;2,1;;M;M;;M;37,9;­0,4
1;8;4D;e57;Solanum cassioides;1,22;1,6;M;;M;M;;M;31,8;­2,21
1;8;4D;e58;Solanum paranense;1,11;1,2;M;;M;M;;M;30,1;­3,35
1;8;4D;j81;Solanum paranense;1,2;1,9;2,2;;2;2;;M;39;-1,1
1;8;4D;e60;Solanum cassioides;2,05;2,08;2,1;;M;M;;M;32,8;­9,1
1;8;4D;e61;Solanum cassioides;1,54;1,75;1,9;;M;M;;M;37,8;­8,2
1;8;4D;e62;Solanum cassioides;1,55;1,57;1,85;;M;M;;M;37,4;­7,41
1;8;4D;e63;Solanum cassioides;1,42;1,45;M;;M;M;;M;38,1;­7
1;8;4D;e64;Solanum paranense;1,31;1,35;1,48;;1,58;M;;M;35,6;­5,03
1;8;4D;j73;Solanum cassioides;;;1,2;;M;M;;M;30,98;­2,01
1;8;4D;j74;Solanum cassioides;;;1,03;;M;M;;M;31,1;­3,1
1;8;4D;j79;Solanum paranense;;1,1;1,4;;M;M;;M;34,12;­8
1;8;4D;j80;Solanum cassioides;;1;1;;1;M;;M;35;­7,52
1;8;4D;j82;Baccharis uncinella;;3;4;;3,2;M;;M;36,2;­2,3
1;8;4D;M7;Persea willdenovii;;1,3;1,32;;2;M;;M;38;­8,2
1;8;4D;M8;Persea willdenovii;;1,4;1,2;;2;M;;M;38,1;­8
1;8;4D;j88;Myrceugenia regnelliana;;1,1;1,2;;1,5;1,9;;M;36;­2,4
1;8;4D;j89;Solanum cassioides;;;1,3;;M;M;;M;38,5;­2,7
1;8;4D;j93;Solanum cassioides;;;1,2;;M;M;;M;34,1;­1,12
1;8;4D;D296;Solanum cassioides;;;1;;1,2;M;;M;37,65;-1,85
1;8;4D;D295;Solanum cassioides;;;1,82;;M;M;;M;38,45;-2,55
1;8;4D;M532;Drimys angustifolia;;;1,2;;2;2,5;;3;38,9;-2,94
1;8;4D;D305;Solanum cassioides;;;1,5;;M;M;;M;38,62;-9,03
1;8;4D;D1383;Solanum cassioides;;;;;1,2;1,7;;1,9;31,2;-7,2
1;8;4D;D1389;Maytenus boaria;;;;;2,3;4,5;;4,5;31;-6,5
1;8;4D;D1381;Campovassouria cruciata;;;;;2,4;M;;M;31,6;-0,8
1;8;4D;181;Symplocos pentandra;;;;;1,35;M;;M;35;-5,01
1;8;4D;D1390;Campovassouria cruciata;;;;;1,45;1,5;;M;34,9;-4,56
1;8;4D;D1391;Vernonanthura montevidensis;;;;;2,5;M;;M;35;-4,63
1;8;4D;D1393;Solanum paranense;;;;;1,3;1,7;;M;34,8;-4,63
1;8;4D;D1382;Persea willdenovii;;;;;1,2;2,1;;2,1;39;-4,31
1;8;4D;D1911;Solanum paranense;;;;;2,1;3;;M;36,5;-0,5
1;8;4D;M86;Siphoneugenia reitzii;;;;;;1,7;;2;;
1;8;4D;M89;Siphoneugenia reitzii;;;;;;2,1;;M;;
1;8;4D;M84;Drimys angustifolia;;;;;;1,05;;1,9;;
1;8;4D;M82;Maytenus boaria;;;;;;1,4;;1,4;32,5;-6,1
1;8;4D;M5;Solanum paranense;;;;;;1,2;;M;;
1;8;4D;D301;Myrceugenia regnelliana;;;;;;1,5;;1,6;;
1;8;4D;M6;Persea willdenovii;;;;;;2,3;;2,5;;
1;8;4D;M7;Persea willdenovii;;;;;;2,1;;1,7;;
1;8;4D;M551;Vernonanthura montevidensis;;;;;;1,6;;M;;
1;8;4D;M8;Persea willdenovii;;;;;;2,5;;M;;
1;8;4D;M9;Solanum paranense;;;;;;1,3;;M;;
1;8;4D;M560;Persea willdenovii;;;;;;2;;2,1;;
1;8;4D;M561;Solanum paranense;;;;;;1,3;;M;;
1;8;4D;M537;Berberis laurina;;;;;;1,5;;1,55;;
1;8;4D;M564;Baccharis microdonta;;;;;;1,4;;M;;
1;8;4D;M538;Symplocos pentandra;;;;;;1,3;;1,3;;
1;8;4D;D1375;Azara uruguayensis;;;;;;;;2,5;31;-6,5
1;8;4D;H1285;Solanum paranense;;;;;;;;1,7;38;-1
1;8;4D;H1018;Symphyopappus itatiayensis;;;;;;;;1,5;38;-6
1;8;4D;H1237;Myrceugenia euosma;;;;;;;;1,3;38;-6
1;8;4D;H1283;Solanum paranense;;;;;;;;1,5;;
1;8;4D;H541;Vernonanthura sp.;;;;;;;;3;;
1;8;4D;H1284;Berberis laurina;;;;;;;;1,9;37;-2
1;8;4D;H951;Baccharis microdonta;;;;;;;;1,75;32;-5,16
1;8;4D;H1281;Baccharis uncinella;;;;;;;;2,1;34;5,1
1;8;4D;H1012;Myrceugenia regnelliana;;;;;;;;1,1;34;-5,4
1;8;4D;H1162;Solanum paranense;;;;;;;;2,1;31,5;-7,14
1;8;4D;H1187;Maytenus boaria;;;;;;;;1,7;31,5;-8
1;8;4D;H1164;Symphyopappus itatiayensis;;;;;;;;1,65;35;-8
1;8;4D;H1167;Myrceugenia euosma;;;;;;;;3,2;34,5;-5,45
1;8;4D;H1014;Vernonanthura sp.;;;;;;;;2,1;34,21;-8
1;8;4D;H1291;NI;;;;;;;;1,7;38,9;-1,94
1;8;4D;H1010;Solanum cassioides;;;;;;;;1,85;37;-2
1;8;4D;H1011;Myrceugenia regnelliana;;;;;;;;1,75;37;-2,2
1;8;4D;H1017;Solanum paranense;;;;;;;;2,2;37;-2,2
1;8;4D;H1001;Myrceugenia regnelliana;;;;;;;;1,85;37;-2,2
1;8;4D;H1294;Myrceugenia regnelliana;;;;;;;;2;37;-2,2
1;8;4D;H1016;Solanum cassioides;;;;;;;;1,65;37;-3,2
1;8;4D;H971;Myrceugenia myrcioides;;;;;;;;1,95;37;-3,2
1;8;4D;H1019;Baccharis uncinella;;;;;;;;3;36;-3
1;8;4D;H972;Baccharis montana;;;;;;;;1,5;32,5;-0,8
1;8;4D;H1297;Asteraceae sp.2;;;;;;;;1,65;32,5;-1
1;8;4D;H1298;Solanum cassioides;;;;;;;;1,5;33,5;-0,5
1;8;4D;H1292;Baccharis montana;;;;;;;;1,65;32,5;-2
1;8;4D;H1293;Solanum cassioides;;;;;;;;1,7;32,5;-0,5
1;8;4D;H977;Symphyopappus itatiayensis;;;;;;;;1,95;30,1;-0,8
1;8;4D;H976;Symphyopappus itatiayensis;;;;;;;;1,9;31;-1
1;8;4D;H914;Myrceugenia regnelliana;;;;;;;;2,6;32,5;-6,1
1;8;4D;H8097;Drimys angustifolia;;;;;;;;1,85;;-6
1;9;5E;D2896;Baccharis uncinella;2,3;2,45;3,2;;3,5;AD;;AD;40,48;3,92
1;9;5E;240;Berberis laurina;1,4;1,42;2;;1,9;1,9;;2;40,96;4,78
1;9;5E;241;Myrceugenia glaucescens;1;1,07;1,2;;1,6;2;;2,3;42,54;6,79
1;9;5E;D2229;Baccharis microdonta;1,3;1,9;2,05;;2,4;M;;M;41,65;8,32
1;9;5E;243;Baccharis uncinella;1;1,24;1,5;;2,1;AD;;AD;41,21;9,31
1;9;5E;D824;Solanum paranense;1,3;1,13;1,75;;2;2,4;;M;45,31;8,98
1;9;5E;H1264;Symplocos pentandra;1,2;1,5;1,95;;2,1;1,9;;2;45,37;9,71
1;9;5E;251;Solanum paranense;1;0,99;1,03;;M;M;;M;47,4;9,51
1;9;5E;252;Myrceugenia euosma;1,55;1,75;1,7;;2,7;AD;;AD;48,4;8,5
1;9;5E;253;Drimys angustifolia;1,6;1,76;2,15;;2,6;AD;;AD;48,5;8,85
1;9;5E;254;Myrceugenia mesomischa;;1,15;1,2;;1,65;1,8;;2;49,3;8,87
1;9;5E;255;Baccharis uncinella;3;3,1;3,5;;2,2;AD;;AD;46,71;7,2
1;9;5E;257;Baccharis uncinella;;;1,28;;M;M;;M;45,21;3,41
1;9;5E;258;Solanum cassioides;;1,02;1,37;;M;M;;M;44,92;2,32
1;9;5E;259;Solanum cassioides;;;1,14;;M;M;;M;45,06;1,82
1;9;5E;262;Solanum cassioides;1,22;0,99;1,7;;M;M;;M;45,51;2,22
1;9;5E;263;Baccharis uncinella;;1;1,4;;M;M;;M;45,29;1,42
1;9;5E;266;Solanum paranense;1,5;1,51;1,6;;M;M;;M;45,85;0,19
1;9;5E;267;Solanum paranense;1,7;1,9;1,95;;M;M;;M;46,3;0,01
1;9;5E;268;Solanum paranense;1;1;1,05;;0,9;M;;M;46,79;0,3
1;9;5E;270;Solanum paranense;1,7;1,2;1,24;;M;M;;M;45,34;0,29
1;9;5E;271;Solanum paranense;1,6;1,8;2,22;;1,28;M;;M;49,4;2,8
1;9;5E;D2441;Myrceugenia glaucescens;1,2;1,3;1,46;;1,8;1,8;;2,3;49,5;6
1;9;5E;D1582;Solanum paranense;1,35;1,45;1,42;;1,2;M;;M;42;5,33
1;9;5E;e66;Solanum cassioides;1,64;1,66;1,68;;M;M;;M;41,4;5,99
1;9;5E;e67;Solanum cassioides;1,44;1,45;1,45;;M;M;;M;40,4;7,1
1;9;5E;e68;Solanum cassioides;1,25;1,32;1,62;;M;M;;M;40,1;10
1;9;5E;e69;Solanum cassioides;;1,3;1,4;;1,3;1,3;;M;44,2;5,02
1;9;5E;e70;Solanum cassioides;;;1,12;;1,27;M;;M;46,4;3,5
1;9;5E;e71;Solanum paranense;1,4;1,4;1,64;;1,8;M;;M;49,5;1
1;9;5E;j120;Solanum cassioides;;1;1,42;;1,3;M;;M;49,7;2,81
1;9;5E;j121;Solanum cassioides;;;1,18;;1,05;M;;M;49,3;2,43
1;9;5E;j122;Solanum cassioides;;;1,25;;0,8;M;;M;48,7;2,45
1;9;5E;j126;Berberis laurina;;;1;;1,7;2,3;;3;46,7;3,98
1;9;5E;j129;Solanum cassioides;;;1,5;;M;M;;M;45,8;8,88
1;9;5E;j130;Myrceugenia regnelliana;;1,05;1,08;;1,5;1,6;;2,3;49,5;8,85
1;9;5E;j131;Solanum paranense;;1,54;1,7;;M;M;;M;49;7,01
1;9;5E;j132;Solanum paranense;;1,51;1,8;;1,8;M;;M;49,1;6,89
1;9;5E;j133;Solanum paranense;;1,7;1,82;;2,1;M;;M;48,8;6,8
1;9;5E;j134;Solanum cassioides;;1,23;1,4;;1,3;M;;M;48,2;6,54
1;9;5E;j137;Solanum paranense;;1,2;1,3;;M;M;;M;40,1;9,9
1;9;5E;j138;Baccharis uncinella;;1,34;1,6;;M;M;;M;41,2;2,1
1;9;5E;j139;Solanum cassioides;;1,02;1,28;;0,95;M;;M;41,3;2,12
1;9;5E;j143;Solanum cassioides;;;1,2;;M;M;;M;41,2;2,4
1;9;5E;j145;Solanum cassioides;;1,4;1,64;;1,65;M;;M;46,4;3,2
1;9;5E;D348;Solanum paranense;;;2,48;;2,5;M;;M;40,83;0,37
1;9;5E;D353;Baccharis microdonta;;;2,7;;2,6;M;;M;42,95;1,06
1;9;5E;D365;Solanum cassioides;;;1;;1,15;1,5;;M;47,3;2,55
1;9;5E;D375;Campovassouria cruciata;;;1,8;;M;M;;M;47,3;7,74
1;9;5E;D2452;Drimys angustifolia;;;;;1,2;M;;M;40;7,7
1;9;5E;D367;Myrceugenia miersiana;;;;;1,1;1,9;;2;47;3,8
1;9;5E;D2156;Solanum paranense;;;;;1,8;2,4;;2,4;46,5;1,19
1;9;5E;H1215;Solanum paranense;;;;;2,3;2,4;;2,7;48,2;1,57
1;9;5E;D1927;Solanum paranense;;;;;1,25;M;;M;45,6;0,9
1;9;5E;D2634;Solanum paranense;;;;;1,6;M;;M;46;8,9
1;9;5E;D35;Solanum paranense;;;;;1,7;1,7;;2,3;43;6,5
1;9;5E;D77;Myrceugenia regnelliana;;;;;1,7;2;;2,3;49,3;6,4
1;9;5E;D36;Solanum paranense;;;;;1,75;1,8;;2,3;49;6
1;9;5E;J127;Solanum cassioides;;;;;1,1;1;;1,2;46,7;4
1;9;5E;J258;Solanum paranense;;;;;1,3;M;;M;49,5;6
1;9;5E;D2130;Solanum paranense;;;;;1,65;2;;M;49,7;5,26
1;9;5E;D842;Solanum paranense;;;;;1,4;M;;M;49,7;3,7
1;9;5E;M316;Vernonanthura sp.;;;;;;2,5;;2,5;49;2
1;9;5E;M308;Vernonanthura montevidensis;;;;;;2,3;;3;47;2
1;9;5E;H1218;Drimys angustifolia;;;;;;1,9;;2,5;47;2,5
1;9;5E;M214;Myrsine coriacea;;;;;;2,5;;3;49,5;9,5
1;9;5E;M311;Solanum paranense;;;;;;1,3;;M;;
1;9;5E;M302;Baccharis microdonta;;;;;;1,8;;M;;
1;9;5E;M309;Solanum paranense;;;;;;1,8;;M;;
1;9;5E;M301;Baccharis microdonta;;;;;;2;;M;;
1;9;5E;842;Solanum paranense;;;;;;2;;M;;
1;9;5E;M300;Solanum cassioides;;;;;;1,1;;M;;
1;9;5E;H1000;Myrsine coriacea;;;;;;;;1,3;49,5;0,5
1;9;5E;H1215;Solanum paranense;;;;;;;;2;41,5;1,8
1;9;5E;H81;Symphyopappus itatiayensis;;;;;;;;2,3;46;0,5
1;9;5E;H1260;Baccharis microdonta;;;;;;;;1,8;43;1,5
1;9;5E;H1155;Grazielia intermedia;;;;;;;;2,1;43,5;2,5
1;9;5E;H1267;Solanum paranense;;;;;;;;2,2;43,54;7,69
1;9;5E;H1156;Symphyopappus itatiayensis;;;;;;;;1,5;49,5;2
1;9;5E;H1159;Solanum paranense;;;;;;;;1,3;49,5;2,5
1;9;5E;H1158;Solanum paranense;;;;;;;;1,4;49;3
1;9;5E;H1153;Solanum paranense;;;;;;;;1,5;49;4,5
1;9;5E;H1152;Solanum paranense;;;;;;;;1,2;48,3;6,5
1;9;5E;H1150;Myrceugenia regnelliana;;;;;;;;1,2;47;4,5
1;9;5E;H1268;Symphyopappus itatiayensis;;;;;;;;1,3;47,5;4,8
1;9;5E;H1261;Symphyopappus itatiayensis;;;;;;;;2,1;45;0,5
1;10;5D;195;Solanum paranense;2;2,05;2,27;;M;M;;M;38,1;-3,3
1;10;5D;197;Drimys angustifolia;2;2,07;2,45;;2,5;3;;AD;43;-2,55
1;10;5D;198;Drimys angustifolia;3,1;3,1;3,15;;3;AD;;AD;43,3;-2,68
1;10;5D;199;Solanum cassioides;1,77;1,93;1,95;;M;M;;M;42;-2,06
1;10;5D;200;Drimys angustifolia;1,5;1,7;2;;2,3;M;;M;42,04;-1,77
1;10;5D;D70;Symplocos pentandra;2,1;2,2;2,6;;2,2;2,5;;M;41,64;-1,72
1;10;5D;M87;Drimys angustifolia;2,05;2,05;2,05;;2,5;3;;3,1;41,91;-3,62
1;10;5D;203;Symphyopappus itatiayensis;1,6;2,04;2,15;;M;M;;M;42,25;-3,46
